Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season
22,22,2023-01-28,@,Stephen F. Austin,REG (Conf),L,65,79,,26,70,.371,4,22,.182,22,48,.458,.400,9,17,.529,11,22,33,11,8,2,11,19,31,58,.534,8,15,.533,23,43,.535,.603,9,16,.563,9,32,41,18,8,4,18,19,seattle,2023
23,23,2023-02-01,,Abilene Christian,REG (Conf),L,68,83,,27,65,.415,9,28,.321,18,37,.486,.485,5,9,.556,9,25,34,13,3,3,11,13,34,67,.507,8,16,.500,26,51,.510,.567,7,9,.778,8,30,38,16,7,1,6,15,seattle,2023
24,24,2023-02-04,@,New Mexico State,REG (Conf),L,75,82,,26,71,.366,11,37,.297,15,34,.441,.444,12,14,.857,10,18,28,12,3,3,9,22,27,50,.540,6,15,.400,21,35,.600,.600,22,26,.846,3,26,29,11,8,4,14,20,seattle,2023
25,25,2023-02-08,,Utah Tech,REG (Conf),W,75,71,,25,56,.446,11,25,.440,14,31,.452,.545,14,17,.824,11,19,30,13,12,4,16,16,24,51,.471,13,28,.464,11,23,.478,.598,10,15,.667,4,20,24,17,11,1,16,20,seattle,2023
26,26,2023-02-11,,Grand Canyon,REG (Conf),W,63,58,,20,55,.364,5,19,.263,15,36,.417,.409,18,24,.750,7,29,36,4,5,4,10,13,22,64,.344,8,24,.333,14,40,.350,.406,6,8,.750,9,25,34,13,3,6,12,19,seattle,2023
27,27,2023-02-15,@,California Baptist,REG (Conf),L,63,84,,23,60,.383,6,21,.286,17,39,.436,.433,11,16,.688,8,23,31,10,3,4,7,15,32,64,.500,9,20,.450,23,44,.523,.570,11,12,.917,8,32,40,20,5,2,7,18,seattle,2023
28,28,2023-02-18,,Utah Valley,REG (Conf),L,58,67,,20,66,.303,5,23,.217,15,43,.349,.341,13,20,.650,11,27,38,4,8,3,13,17,25,66,.379,3,20,.150,22,46,.478,.402,14,19,.737,11,31,42,11,9,7,11,17,seattle,2023
29,29,2023-02-24,@,Grand Canyon,REG (Conf),W,65,54,,23,59,.390,7,22,.318,16,37,.432,.449,12,16,.750,10,27,37,11,10,0,9,17,18,55,.327,5,19,.263,13,36,.361,.373,13,17,.765,9,24,33,6,3,5,15,18,seattle,2023
30,30,2023-03-01,@,Utah Tech,REG (Conf),L,56,93,,16,52,.308,4,21,.190,12,31,.387,.346,20,25,.800,7,16,23,7,7,2,14,20,31,51,.608,10,18,.556,21,33,.636,.706,21,25,.840,6,25,31,12,10,3,10,20,seattle,2023
31,31,2023-03-03,,UT Arlington,REG (Conf),W,80,56,,23,55,.418,11,23,.478,12,32,.375,.518,23,31,.742,13,26,39,10,7,4,13,18,20,62,.323,4,23,.174,16,39,.410,.355,12,16,.750,15,19,34,11,8,5,14,23,seattle,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,seattle,2023
32,32,2023-03-09,N,Grand Canyon,CTOURN,L,79,84,,24,57,.421,7,26,.269,17,31,.548,.482,24,31,.774,8,19,27,10,4,3,8,21,28,52,.538,10,26,.385,18,26,.692,.635,18,27,.667,5,24,29,18,5,1,12,24,seattle,2023
,,,,,,20-12,2303,2209,,786,1953,.402,275,870,.316,511,1083,.472,.473,456,635,.718,308,788,1096,381,196,99,363,581,791,1847,.428,207,643,.322,584,1204,.485,.484,420,600,.700,244,801,1045,412,197,111,409,592,seattle,2023
1,1,2022-11-09,,Monmouth,REG (Non-Conf),W,79,52,,24,53,.453,8,23,.348,16,30,.533,.528,23,39,.590,16,27,43,13,12,5,19,25,17,57,.298,2,20,.100,15,37,.405,.316,16,24,.667,13,25,38,7,7,3,23,26,seton-hall,2023
2,2,2022-11-12,,Saint Peter's,REG (Non-Conf),W,80,44,,23,44,.523,5,14,.357,18,30,.600,.580,29,38,.763,9,30,39,10,4,5,16,19,16,58,.276,5,24,.208,11,34,.324,.319,7,13,.538,13,15,28,8,9,3,14,32,seton-hall,2023
3,3,2022-11-16,,Iowa,REG (Non-Conf),L,67,83,,24,67,.358,8,22,.364,16,45,.356,.418,11,13,.846,13,22,35,14,5,2,14,25,25,58,.431,5,16,.313,20,42,.476,.474,28,33,.848,12,24,36,10,8,5,7,15,seton-hall,2023
4,4,2022-11-20,,Wagner,REG (Non-Conf),W,82,44,,28,54,.519,11,23,.478,17,31,.548,.620,15,21,.714,9,31,40,13,9,4,12,14,18,59,.305,5,20,.250,13,39,.333,.347,3,8,.375,8,16,24,6,7,2,13,18,seton-hall,2023
5,5,2022-11-24,N,Memphis,REG (Non-Conf),W,70,69,,21,51,.412,7,24,.292,14,27,.519,.480,21,30,.700,7,21,28,14,12,7,16,25,23,51,.451,4,14,.286,19,37,.514,.490,19,29,.655,7,26,33,10,9,4,16,24,seton-hall,2023
6,6,2022-11-25,N,Oklahoma,REG (Non-Conf),L,64,77,,23,52,.442,5,13,.385,18,39,.462,.490,13,18,.722,6,21,27,14,5,4,14,15,29,56,.518,10,20,.500,19,36,.528,.607,9,14,.643,5,20,25,15,7,2,8,15,seton-hall,2023
7,7,2022-11-27,N,Siena,REG (Non-Conf),L,55,60,,17,52,.327,1,9,.111,16,43,.372,.337,20,32,.625,9,20,29,10,9,1,14,19,21,49,.429,2,16,.125,19,33,.576,.449,16,23,.696,9,26,35,9,9,8,16,21,seton-hall,2023
8,8,2022-12-01,@,Kansas,REG (Non-Conf),L,65,91,,21,48,.438,4,19,.211,17,29,.586,.479,19,32,.594,8,15,23,11,4,2,16,17,33,58,.569,7,17,.412,26,41,.634,.629,18,21,.857,10,23,33,16,15,3,10,22,seton-hall,2023
9,9,2022-12-07,,Lincoln (PA),REG (Non-Conf),W,82,55,,27,53,.509,5,21,.238,22,32,.688,.557,23,32,.719,13,28,41,12,11,10,19,14,21,57,.368,5,12,.417,16,45,.356,.412,8,17,.471,8,14,22,10,11,3,17,19,seton-hall,2023
10,10,2022-12-11,@,Rutgers,REG (Non-Conf),W,45,43,,15,44,.341,5,21,.238,10,23,.435,.398,10,18,.556,8,22,30,9,12,4,14,20,14,43,.326,5,17,.294,9,26,.346,.384,10,11,.909,6,24,30,11,6,3,18,16,seton-hall,2023
11,11,2022-12-14,,Drexel,REG (Non-Conf),W,66,49,,23,53,.434,5,17,.294,18,36,.500,.481,15,19,.789,10,33,43,10,9,8,14,14,18,67,.269,8,34,.235,10,33,.303,.328,5,6,.833,12,21,33,9,8,2,14,14,seton-hall,2023
12,12,2022-12-17,,Providence,REG (Conf),L,67,71,,24,57,.421,5,22,.227,19,35,.543,.465,14,21,.667,6,24,30,10,4,6,14,22,23,53,.434,5,13,.385,18,40,.450,.481,20,28,.714,9,25,34,15,10,7,14,19,seton-hall,2023
13,13,2022-12-20,@,Xavier,REG (Conf),L,70,73,,26,57,.456,4,17,.235,22,40,.550,.491,14,23,.609,9,22,31,14,7,6,14,23,26,58,.448,5,20,.250,21,38,.553,.491,16,22,.727,10,28,38,23,4,6,13,19,seton-hall,2023
14,14,2022-12-27,@,Marquette,REG (Conf),L,69,83,,25,54,.463,7,23,.304,18,31,.581,.528,12,22,.545,13,21,34,15,5,6,12,12,33,61,.541,9,25,.360,24,36,.667,.615,8,11,.727,8,21,29,21,11,4,7,16,seton-hall,2023
15,15,2022-12-31,,St. John's (NY),REG (Conf),W,88,66,,33,61,.541,7,19,.368,26,42,.619,.598,15,20,.750,8,29,37,17,9,5,10,13,28,68,.412,4,18,.222,24,50,.480,.441,6,11,.545,12,19,31,14,6,5,10,18,seton-hall,2023
16,16,2023-01-03,@,Creighton,REG (Conf),L,61,83,,22,60,.367,5,19,.263,17,41,.415,.408,12,14,.857,9,20,29,8,3,2,12,16,29,57,.509,11,27,.407,18,30,.600,.605,14,17,.824,7,26,33,22,5,9,10,16,seton-hall,2023
17,17,2023-01-07,,Butler,REG (Conf),W,76,51,,29,55,.527,7,16,.438,22,39,.564,.591,11,18,.611,6,28,34,17,10,2,12,19,15,56,.268,4,21,.190,11,35,.314,.304,17,25,.680,11,23,34,6,6,3,12,13,seton-hall,2023
18,18,2023-01-10,@,Georgetown,REG (Conf),W,66,51,,24,63,.381,9,24,.375,15,39,.385,.452,9,10,.900,12,28,40,13,11,5,8,10,20,64,.313,4,24,.167,16,40,.400,.344,7,9,.778,13,22,35,8,4,4,12,7,seton-hall,2023
19,19,2023-01-14,@,DePaul,REG (Conf),W,71,67,,26,56,.464,4,11,.364,22,45,.489,.500,15,23,.652,12,21,33,11,8,3,13,19,22,49,.449,9,26,.346,13,23,.565,.541,14,16,.875,7,20,27,18,7,4,14,16,seton-hall,2023
20,20,2023-01-18,,Connecticut,REG (Conf),W,67,66,,23,56,.411,4,21,.190,19,35,.543,.446,17,25,.680,10,20,30,7,8,6,9,15,22,56,.393,9,23,.391,13,33,.394,.473,13,14,.929,12,26,38,16,4,2,17,21,seton-hall,2023
21,21,2023-01-21,,Marquette,REG (Conf),L,53,74,,17,37,.459,5,12,.417,12,25,.480,.527,14,20,.700,6,20,26,14,11,3,22,13,29,54,.537,9,27,.333,20,27,.741,.620,7,9,.778,6,15,21,16,13,4,17,19,seton-hall,2023
22,22,2023-01-28,@,Butler,REG (Conf),W,70,49,,28,59,.475,7,18,.389,21,41,.512,.534,7,9,.778,7,24,31,11,11,4,7,16,19,51,.373,4,17,.235,15,34,.441,.412,7,14,.500,9,18,27,8,4,9,13,14,seton-hall,2023
23,23,2023-02-01,@,St. John's (NY),REG (Conf),W,84,72,,31,62,.500,9,20,.450,22,42,.524,.573,13,22,.591,8,24,32,19,11,2,14,24,24,59,.407,7,15,.467,17,44,.386,.466,17,27,.630,14,26,40,11,6,8,17,20,seton-hall,2023
24,24,2023-02-05,,DePaul,REG (Conf),W,69,64,,18,52,.346,3,14,.214,15,38,.395,.375,30,45,.667,11,29,40,12,10,5,11,20,26,65,.400,5,21,.238,21,44,.477,.438,7,15,.467,10,23,33,12,6,4,12,29,seton-hall,2023
25,25,2023-02-08,,Creighton,REG (Conf),L,62,75,,24,56,.429,6,11,.545,18,45,.400,.482,8,14,.571,5,10,15,7,12,6,5,15,27,44,.614,12,20,.600,15,24,.625,.750,9,13,.692,5,26,31,17,3,2,17,15,seton-hall,2023
26,26,2023-02-11,@,Villanova,REG (Conf),L,54,58,,21,53,.396,7,20,.350,14,33,.424,.462,5,7,.714,6,23,29,15,9,5,16,20,21,49,.429,6,15,.400,15,34,.441,.490,10,16,.625,6,21,27,7,9,1,13,11,seton-hall,2023
27,27,2023-02-14,,Georgetown,REG (Conf),W,76,68,,22,53,.415,4,12,.333,18,41,.439,.453,28,37,.757,5,28,33,9,12,5,14,17,23,63,.365,6,25,.240,17,38,.447,.413,16,18,.889,6,30,36,12,7,5,16,25,seton-hall,2023
28,28,2023-02-18,@,Connecticut,REG (Conf),L,55,64,,21,53,.396,2,11,.182,19,42,.452,.415,11,15,.733,4,15,19,8,7,2,12,21,22,52,.423,4,22,.182,18,30,.600,.462,16,22,.727,13,24,37,12,5,7,15,15,seton-hall,2023
29,29,2023-02-24,,Xavier,REG (Conf),L,60,82,,22,57,.386,5,20,.250,17,37,.459,.430,11,18,.611,9,15,24,12,6,8,12,18,29,60,.483,10,23,.435,19,37,.514,.567,14,16,.875,13,24,37,17,7,4,14,20,seton-hall,2023
30,30,2023-02-28,,Villanova,REG (Conf),L,72,76,,25,55,.455,8,18,.444,17,37,.459,.527,14,18,.778,11,17,28,14,7,2,10,18,22,41,.537,10,23,.435,12,18,.667,.659,22,23,.957,2,19,21,9,7,6,13,16,seton-hall,2023
31,31,2023-03-04,@,Providence,REG (Conf),W,82,58,,30,48,.625,10,18,.556,20,30,.667,.729,12,17,.706,8,22,30,18,6,3,10,16,23,57,.404,4,23,.174,19,34,.559,.439,8,13,.615,12,12,24,13,6,3,9,13,seton-hall,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,seton-hall,2023
32,32,2023-03-08,N,DePaul,CTOURN,L,65,66,,25,50,.500,4,15,.267,21,35,.600,.540,11,18,.611,4,23,27,8,8,4,14,16,23,51,.451,10,20,.500,13,31,.419,.549,10,14,.714,5,15,20,14,6,6,14,18,seton-hall,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,seton-hall,2023
33,33,2023-03-14,@,Colorado,NIT,L,64,65,,22,60,.367,4,18,.222,18,42,.429,.400,16,18,.889,7,26,33,12,5,1,6,16,21,54,.389,10,18,.556,11,36,.306,.481,13,16,.813,8,29,37,13,1,3,10,16,seton-hall,2023
,,,,,,17-16,2256,2149,,784,1785,.439,190,585,.325,594,1200,.495,.492,498,726,.686,284,759,1043,401,272,143,425,586,762,1835,.415,215,676,.318,547,1159,.472,.474,410,568,.722,301,726,1027,415,233,144,445,598,seton-hall,2023
1,1,2022-11-07,@,Holy Cross,REG (Non-Conf),W,75,68,,28,54,.519,7,17,.412,21,37,.568,.583,12,21,.571,6,29,35,13,4,2,15,19,28,59,.475,2,10,.200,26,49,.531,.492,10,23,.435,8,24,32,7,9,3,14,19,siena,2023
2,2,2022-11-12,,Albany (NY),REG (Non-Conf),W,75,62,,23,54,.426,9,17,.529,14,37,.378,.509,20,33,.606,16,25,41,14,4,5,13,18,21,54,.389,8,22,.364,13,32,.406,.463,12,18,.667,7,20,27,7,4,3,10,27,siena,2023
3,3,2022-11-16,,Army,REG (Non-Conf),L,94,96,OT,34,63,.540,13,27,.481,21,36,.583,.643,13,15,.867,6,24,30,18,11,1,16,19,37,60,.617,8,17,.471,29,43,.674,.683,14,21,.667,3,23,26,15,8,4,18,17,siena,2023
4,4,2022-11-20,@,Harvard,REG (Non-Conf),L,59,69,,23,55,.418,5,21,.238,18,34,.529,.464,8,10,.800,10,20,30,12,3,1,20,18,30,51,.588,1,10,.100,29,41,.707,.598,8,14,.571,4,20,24,17,15,1,14,12,siena,2023
5,5,2022-11-24,N,Florida State,REG (Non-Conf),W,80,63,,27,52,.519,9,22,.409,18,30,.600,.606,17,20,.850,6,25,31,19,6,5,17,17,20,55,.364,4,15,.267,16,40,.400,.400,19,25,.760,8,17,25,13,11,3,17,19,siena,2023
6,6,2022-11-25,N,Ole Miss,REG (Non-Conf),L,62,74,,24,56,.429,5,15,.333,19,41,.463,.473,9,12,.750,8,18,26,14,8,2,17,16,29,58,.500,6,18,.333,23,40,.575,.552,10,14,.714,12,23,35,13,13,5,14,11,siena,2023
7,7,2022-11-27,N,Seton Hall,REG (Non-Conf),W,60,55,,21,49,.429,2,16,.125,19,33,.576,.449,16,23,.696,9,26,35,9,9,8,16,21,17,52,.327,1,9,.111,16,43,.372,.337,20,32,.625,9,20,29,10,9,1,14,19,siena,2023
8,8,2022-12-02,,Canisius,REG (Conf),W,74,70,,23,52,.442,9,17,.529,14,35,.400,.529,19,21,.905,7,26,33,10,1,10,13,16,27,65,.415,11,25,.440,16,40,.400,.500,5,7,.714,8,21,29,18,2,0,8,20,siena,2023
9,9,2022-12-07,@,Georgetown,REG (Non-Conf),L,68,75,,22,63,.349,9,27,.333,13,36,.361,.421,15,18,.833,14,21,35,14,6,5,10,16,30,61,.492,5,16,.313,25,45,.556,.533,10,16,.625,12,27,39,14,8,5,9,14,siena,2023
10,10,2022-12-11,@,Delaware,REG (Non-Conf),L,64,75,,23,53,.434,4,13,.308,19,40,.475,.472,14,19,.737,6,25,31,7,4,8,16,21,26,49,.531,3,10,.300,23,39,.590,.561,20,28,.714,1,20,21,10,11,3,8,14,siena,2023
11,11,2022-12-19,,St. Bonaventure,REG (Non-Conf),W,76,70,,22,44,.500,9,18,.500,13,26,.500,.602,23,26,.885,7,18,25,11,4,3,11,14,28,54,.519,6,14,.429,22,40,.550,.574,8,13,.615,10,11,21,8,6,3,10,22,siena,2023
12,12,2022-12-22,@,American,REG (Non-Conf),W,64,61,,24,53,.453,4,14,.286,20,39,.513,.491,12,15,.800,10,19,29,8,4,2,10,19,21,41,.512,3,8,.375,18,33,.545,.549,16,21,.762,2,17,19,11,3,2,8,14,siena,2023
13,13,2022-12-30,@,Quinnipiac,REG (Conf),W,83,76,,31,63,.492,7,21,.333,24,42,.571,.548,14,20,.700,6,23,29,12,7,6,7,15,29,62,.468,6,17,.353,23,45,.511,.516,12,18,.667,10,23,33,11,4,4,11,17,siena,2023
14,14,2023-01-01,@,Fairfield,REG (Conf),W,70,61,,28,52,.538,4,9,.444,24,43,.558,.577,10,13,.769,4,28,32,14,6,7,13,19,23,61,.377,5,16,.313,18,45,.400,.418,10,18,.556,15,20,35,8,7,5,12,15,siena,2023
15,15,2023-01-06,,Saint Peter's,REG (Conf),W,70,60,,24,50,.480,7,20,.350,17,30,.567,.550,15,20,.750,9,17,26,15,5,4,15,12,24,54,.444,5,18,.278,19,36,.528,.491,7,11,.636,4,16,20,11,12,2,13,18,siena,2023
16,16,2023-01-08,,Rider,REG (Conf),W,68,63,,22,53,.415,4,21,.190,18,32,.563,.453,20,26,.769,10,20,30,13,8,3,12,20,25,59,.424,3,11,.273,22,48,.458,.449,10,17,.588,15,22,37,6,5,3,16,22,siena,2023
17,17,2023-01-13,@,Niagara,REG (Conf),W,70,64,,25,51,.490,6,14,.429,19,37,.514,.549,14,18,.778,9,22,31,12,4,4,13,19,22,48,.458,2,14,.143,20,34,.588,.479,18,22,.818,5,12,17,7,10,2,7,18,siena,2023
18,18,2023-01-15,@,Canisius,REG (Conf),L,62,66,,24,66,.364,6,20,.300,18,46,.391,.409,8,12,.667,13,19,32,9,9,7,11,15,22,52,.423,8,19,.421,14,33,.424,.500,14,15,.933,4,28,32,14,6,1,16,13,siena,2023
19,19,2023-01-20,,Mount St. Mary's,REG (Conf),W,72,57,,25,61,.410,7,19,.368,18,42,.429,.467,15,16,.938,10,30,40,12,2,6,8,15,23,57,.404,6,15,.400,17,42,.405,.456,5,8,.625,3,24,27,11,1,0,6,15,siena,2023
20,20,2023-01-22,,Fairfield,REG (Conf),L,52,62,,20,56,.357,4,12,.333,16,44,.364,.393,8,12,.667,7,25,32,10,3,7,10,17,22,58,.379,5,19,.263,17,39,.436,.422,13,16,.813,10,24,34,8,5,9,6,12,siena,2023
21,21,2023-01-27,,Iona,REG (Conf),W,70,53,,26,55,.473,5,19,.263,21,36,.583,.518,13,19,.684,6,31,37,13,5,5,10,18,20,53,.377,4,13,.308,16,40,.400,.415,9,16,.563,5,24,29,10,5,4,10,17,siena,2023
22,22,2023-01-29,@,Marist,REG (Conf),W,70,55,,20,48,.417,7,18,.389,13,30,.433,.490,23,31,.742,8,20,28,11,6,3,9,16,20,53,.377,2,18,.111,18,35,.514,.396,13,18,.722,6,19,25,6,7,3,11,20,siena,2023
23,23,2023-02-03,@,Manhattan,REG (Conf),L,66,71,OT,22,59,.373,6,18,.333,16,41,.390,.424,16,20,.800,13,29,42,16,7,3,15,23,22,49,.449,5,14,.357,17,35,.486,.500,22,34,.647,6,25,31,8,12,5,15,20,siena,2023
24,24,2023-02-05,,Niagara,REG (Conf),L,54,56,,21,51,.412,7,15,.467,14,36,.389,.480,5,13,.385,6,21,27,13,1,3,8,18,22,45,.489,2,8,.250,20,37,.541,.511,10,21,.476,2,25,27,7,5,5,10,16,siena,2023
25,25,2023-02-10,@,Mount St. Mary's,REG (Conf),W,72,65,,21,52,.404,7,21,.333,14,31,.452,.471,23,26,.885,9,28,37,13,7,2,12,15,22,56,.393,6,12,.500,16,44,.364,.446,15,17,.882,5,20,25,8,9,4,11,21,siena,2023
26,26,2023-02-12,,Marist,REG (Conf),W,73,65,,23,55,.418,8,22,.364,15,33,.455,.491,19,27,.704,12,24,36,14,6,2,13,16,23,59,.390,7,21,.333,16,38,.421,.449,12,19,.632,8,22,30,5,10,2,8,21,siena,2023
27,27,2023-02-17,,Quinnipiac,REG (Conf),L,63,66,,22,58,.379,7,23,.304,15,35,.429,.440,12,16,.750,8,18,26,14,10,3,11,16,24,50,.480,6,16,.375,18,34,.529,.540,12,14,.857,8,27,35,5,5,5,18,19,siena,2023
28,28,2023-02-24,@,Rider,REG (Conf),L,66,69,,23,54,.426,7,20,.350,16,34,.471,.491,13,24,.542,11,23,34,11,5,3,12,19,26,56,.464,4,12,.333,22,44,.500,.500,13,18,.722,10,23,33,10,10,3,11,19,siena,2023
29,29,2023-02-26,@,Iona,REG (Conf),L,60,93,,23,63,.365,7,30,.233,16,33,.485,.421,7,12,.583,8,23,31,18,6,2,19,22,29,63,.460,10,20,.500,19,43,.442,.540,25,34,.735,12,30,42,21,13,5,11,15,siena,2023
30,30,2023-03-02,,Manhattan,REG (Conf),L,66,67,,26,60,.433,7,21,.333,19,39,.487,.492,7,12,.583,4,18,22,14,10,4,10,11,26,51,.510,7,17,.412,19,34,.559,.578,8,12,.667,5,25,30,17,8,2,18,9,siena,2023
31,31,2023-03-04,@,Saint Peter's,REG (Conf),L,72,73,OT,23,53,.434,8,22,.364,15,31,.484,.509,18,24,.750,12,14,26,11,4,5,9,15,28,65,.431,6,18,.333,22,47,.468,.477,11,14,.786,17,17,34,10,7,2,7,21,siena,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,siena,2023
32,32,2023-03-09,N,Niagara,CTOURN,L,65,71,,23,61,.377,7,22,.318,16,39,.410,.434,12,17,.706,11,19,30,15,7,4,9,12,27,55,.491,9,23,.391,18,32,.563,.573,8,8,1.000,8,20,28,15,4,2,13,19,siena,2023
,,,,,,17-15,2195,2151,,766,1769,.433,213,611,.349,553,1158,.478,.493,450,611,.736,281,728,1009,409,182,135,400,547,793,1765,.449,166,495,.335,627,1270,.494,.496,399,582,.686,242,689,931,341,244,101,374,555,siena,2023
1,1,2022-11-09,,Mobile,REG (Non-Conf),W,97,59,,40,69,.580,10,29,.345,30,40,.750,.652,7,9,.778,5,37,42,17,9,9,7,14,21,63,.333,5,15,.333,16,48,.333,.373,12,18,.667,8,24,32,6,6,2,12,9,south-alabama,2023
2,2,2022-11-11,@,New Mexico,REG (Non-Conf),L,74,80,,31,61,.508,7,20,.350,24,41,.585,.566,5,6,.833,5,23,28,16,2,5,15,20,29,66,.439,6,19,.316,23,47,.489,.485,16,23,.696,7,22,29,19,4,1,6,9,south-alabama,2023
3,3,2022-11-15,,Alabama,REG (Non-Conf),L,55,65,,21,71,.296,2,23,.087,19,48,.396,.310,11,18,.611,13,23,36,4,7,5,9,16,22,68,.324,10,35,.286,12,33,.364,.397,11,20,.550,24,34,58,11,4,9,20,18,south-alabama,2023
4,4,2022-11-18,@,Oklahoma,REG (Non-Conf),L,60,64,,24,56,.429,5,18,.278,19,38,.500,.473,7,9,.778,2,18,20,7,6,2,6,17,24,55,.436,3,17,.176,21,38,.553,.464,13,17,.765,10,27,37,16,3,2,11,13,south-alabama,2023
5,5,2022-11-25,N,Evansville,REG (Non-Conf),W,78,67,,27,60,.450,10,31,.323,17,29,.586,.533,14,18,.778,7,25,32,17,5,2,6,15,25,53,.472,5,14,.357,20,39,.513,.519,12,18,.667,4,25,29,11,2,2,10,16,south-alabama,2023
6,6,2022-11-26,N,Towson,REG (Non-Conf),L,60,62,,23,58,.397,7,26,.269,16,32,.500,.457,7,10,.700,5,23,28,14,4,1,11,15,24,54,.444,4,11,.364,20,43,.465,.481,10,18,.556,8,27,35,15,5,3,13,10,south-alabama,2023
7,7,2022-11-27,N,Robert Morris,REG (Non-Conf),W,84,70,,33,56,.589,5,13,.385,28,43,.651,.634,13,16,.813,5,24,29,9,5,7,6,9,30,67,.448,5,14,.357,25,53,.472,.485,5,12,.417,13,18,31,11,4,0,7,15,south-alabama,2023
8,8,2022-11-30,@,Florida Atlantic,REG (Non-Conf),L,59,84,,25,57,.439,6,20,.300,19,37,.514,.491,3,6,.500,3,16,19,9,12,2,14,9,34,56,.607,10,16,.625,24,40,.600,.696,6,10,.600,8,29,37,17,7,2,15,8,south-alabama,2023
9,9,2022-12-04,@,UAB,REG (Non-Conf),L,68,76,,25,59,.424,8,22,.364,17,37,.459,.492,10,19,.526,4,26,30,7,4,3,12,16,25,61,.410,5,14,.357,20,47,.426,.451,21,26,.808,11,32,43,14,5,3,11,16,south-alabama,2023
10,10,2022-12-12,@,Alabama A&M,REG (Non-Conf),W,78,71,,30,58,.517,14,31,.452,16,27,.593,.638,4,9,.444,6,26,32,18,4,5,11,10,26,59,.441,9,19,.474,17,40,.425,.517,10,10,1.000,3,19,22,12,6,2,7,13,south-alabama,2023
11,11,2022-12-19,,Spring Hill,REG (Non-Conf),W,82,53,,33,64,.516,10,28,.357,23,36,.639,.594,6,13,.462,9,29,38,14,13,3,14,10,21,59,.356,7,17,.412,14,42,.333,.415,4,6,.667,4,24,28,10,6,3,16,9,south-alabama,2023
12,12,2022-12-21,,Jacksonville State,REG (Non-Conf),W,71,66,,26,55,.473,7,20,.350,19,35,.543,.536,12,15,.800,6,23,29,11,2,2,3,15,26,54,.481,2,13,.154,24,41,.585,.500,12,18,.667,6,22,28,7,1,1,8,18,south-alabama,2023
13,13,2022-12-29,@,Georgia Southern,REG (Conf),L,50,64,,19,64,.297,5,22,.227,14,42,.333,.336,7,9,.778,9,15,24,8,6,3,8,11,28,61,.459,3,18,.167,25,43,.581,.484,5,9,.556,15,34,49,9,6,2,16,12,south-alabama,2023
14,14,2022-12-31,@,Georgia State,REG (Conf),L,58,68,,24,63,.381,6,20,.300,18,43,.419,.429,4,8,.500,7,23,30,10,2,4,11,16,24,53,.453,4,12,.333,20,41,.488,.491,16,18,.889,4,29,33,7,6,5,7,11,south-alabama,2023
15,15,2023-01-05,,Arkansas State,REG (Conf),W,63,45,,23,52,.442,5,19,.263,18,33,.545,.490,12,14,.857,2,30,32,9,6,8,5,12,16,58,.276,3,13,.231,13,45,.289,.302,10,13,.769,9,25,34,3,3,3,11,10,south-alabama,2023
